id,ide_cUF,ide_cNF,ide_natOp,ide_mod,ide_serie,ide_nNF,ide_dhEmi,ide_tpNF,ide_idDest,ide_cMunFG,ide_tpImp,ide_tpEmis,ide_cDV,ide_tpAmb,ide_finNFe,ide_indFinal,ide_indPres,ide_procEmi,ide_verProc,emit_CNPJ,emit_xNome,emit_xFant,emit_xLgr,emit_nro,emit_xBairro,emit_cMun,emit_xMun,emit_xCpl,emit_UF,emit_CEP,emit_cPais,emit_xPais,emit_fone,emit_IE,emit_CRT,dest_CNPJ,dest_xNome,dest_xLgr,dest_nro,dest_xCpl,dest_xBairro,dest_cMun,dest_xMun,dest_UF,dest_CEP,dest_cPais,dest_xPais,dest_fone,dest_indEDest,dest_IE,dest_email,det_nItem,total_ICMSTot_vBC,total_ICMSTot_vICMS,total_ICMSTot_vICMSDeson,total_ICMSTot_vFCP,total_ICMSTot_vBCST,total_ICMSTot_vST,total_ICMSTot_vFCPST,total_ICMSTot_vFCPSTRet,total_ICMSTot_vProd,total_ICMSTot_vFrete,total_ICMSTot_vSeg,total_ICMSTot_vDesc,total_ICMSTot_vII,total_ICMSTot_vIPI,total_ICMSTot_vIPIDevol,total_ICMSTot_vPIS,total_ICMSTot_vCOFINS,total_ICMSTot_vOutro,total_ICMSTot_vNF,transp_modFrete,transp_CNPJ,transp_xNome,transp_xEnder,transp_xMun,transp_UF,transp_qVol,transp_esp,transp_marca,transp_pesoL,transp_pesoB,pag_indPag,pag_tPag,pag_xPag,pag_vPag,infAdic_infCpl
22,35,01432005,VENDA,55,1,32570,"2023-08-31 15:37:41",1,2,3550308,1,1,2,1,1,0,9,0,Futur3_2023.5.29.37,07243175000179,"BIO-SINERGIA COSMETICOS E PRODUTOS DE HIGIENE PESSOAL LTDA.","BIO-SINERGIA COSMETICOS E PRODUTOS DE HIGIENE PESSOAL LTDA.","RUA DA ALFANDEGA",200,BRAS,3550308,"SAO PAULO","GALPAO 09",SP,03006030,1058,BRASIL,1132270120,117015708110,3,45393524000128,"ANA MARINILCE DOS REIS FORTE","AV UNIAO",2433,********,MEMORARE,2211001,TERESINA,PI,64009500,1058,BRASIL,8981079309,1,197107133,rubyrosepiaui@gmail.com,NULL,2865.60,114.62,0.00,0.00,0.00,0.00,0.00,0.00,2865.60,0.00,0.00,0.00,0.00,93.13,0.00,17.88,82.53,0.00,2958.73,1,07494510000373,"RODOCARGAS NORDESTE TRANSPORTE DE CARGAS EIRELI","VLA URGA 144 ******** VILA NOVA BONSUCESSO",GUARULHOS,SP,20,CAIXAS,"RUBY ROSE",340.00,360.00,99,99.00,"Outro Pagamento",2958.73,"Nota Fiscal referente ao(s) Pedido(s) 181005"
23,35,01431305,VENDA,55,2,76721,"2023-08-31 15:30:33",1,1,3550308,1,1,6,1,1,0,9,0,Futur3_2023.5.29.65,01402063000137,"NELIDA DO BRASIL COM. E IMP. LTDA","NELIDA DO BRASIL COM. E IMP. LTDA","RUA DA ALFANDEGA",200,BRAS,3550308,"SAO PAULO",,SP,03006030,1058,BRASIL,1132294990,114971928114,3,28720422000150,"ZHENHUA LIN","R MONS ANDRADE",931,"LOJA 01",BRAS,3550308,"SAO PAULO",SP,03009100,1058,BRASIL,1186868889,1,118560579119,chimin@uol.com.br,NULL,7711.92,1927.98,0.00,0.00,14912.04,1800.03,0.00,0.00,7711.92,0.00,0.00,0.00,0.00,1102.80,0.00,127.25,595.75,0.00,10614.75,1,,,,,,18,CAIXAS,"RUBY ROSE",113.44,156.64,99,99.00,"Outro Pagamento",10614.75,"O destinatario devera, com relacao as operacoes com mercadoria ou prestacoes de servico recebidas com imposto retido, escriturar o documento fiscal nos termos do art. 278 do RICMS. Nota Fiscal referente ao(s) Pedido(s) 196005"
24,35,01431505,VENDA,55,1,15004,"2023-08-31 15:32:12",1,1,3550308,1,1,7,1,1,0,9,0,Futur3_2023.5.29.37,31388753000140,"FABULOUS COSMETICOS LTDA","FABULOUS COSMETICOS","RUA R S QUIRINO",260,"VILA GUILHERME",3550308,"SAO PAULO","CONJ 2",SP,02056070,1058,BRASIL,1134730717,119913670116,3,28720422000150,"ZHENHUA LIN","R MONS ANDRADE",931,"LOJA 01",BRAS,3550308,"SAO PAULO",SP,03009100,1058,BRASIL,1186868889,1,118560579119,chimin@uol.com.br,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9030.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9030.96,1,,,,,,10,CAIXAS,"RUBY ROSE",65.59,122.26,99,99.00,"Outro Pagamento",9030.96,"PIS e COFINS recolhidos com aliquotas 0% Conforme Lei n 10.147/2000, artigo 2 .;; Nota Fiscal referente ao(s) Pedido(s) 196105 TOTAL BC ST R$ 12132,36 - Total ICMS retido cobravel R$ 2317,32"
25,35,01431105,VENDA,55,1,15001,"2023-08-31 15:29:19",1,2,3550308,1,1,0,1,1,0,9,0,Futur3_2023.5.29.37,31388753000140,"FABULOUS COSMETICOS LTDA","FABULOUS COSMETICOS","RUA R S QUIRINO",260,"VILA GUILHERME",3550308,"SAO PAULO","CONJ 2",SP,02056070,1058,BRASIL,1134730717,119913670116,3,45393524000128,"ANA MARINILCE DOS REIS FORTE","AV UNIAO",2433,********,MEMORARE,2211001,TERESINA,PI,64009500,1058,BRASIL,8981079309,1,197107133,rubyrosepiaui@gmail.com,NULL,34675.20,1903.90,0.00,0.00,0.00,0.00,0.00,0.00,34675.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34675.20,1,07494510000373,"RODOCARGAS NORDESTE TRANSPORTE DE CARGAS EIRELI","VLA URGA 144 ******** VILA NOVA BONSUCESSO",GUARULHOS,SP,50,CAIXAS,"RUBY ROSE",336.12,599.20,99,99.00,"Outro Pagamento",34675.20,"PIS e COFINS recolhidos com aliquotas 0% Conforme Lei n 10.147/2000, artigo 2 .;; Conf. Ajuste Sinief 07/05, clausula 18; Total Bc ICMS 4% R$ 17445,60 , vl. ICMS R$ 697,82; Total Bc ICMS 7% R$ 17229,60 , vl. ICMS R$ 1206,08; Nota Fiscal referente ao(s) Pedido(s) 181505"
26,35,01435105,VENDA,55,1,15015,"2023-08-31 17:15:36",1,1,3550308,1,1,7,1,1,0,9,0,Futur3_2023.5.29.65,31388753000140,"FABULOUS COSMETICOS LTDA","FABULOUS COSMETICOS","RUA R S QUIRINO",260,"VILA GUILHERME",3550308,"SAO PAULO","CONJ 2",SP,02056070,1058,BRASIL,1134730717,119913670116,3,08978176000124,"MAK BELA COMERCIO DE ARTIGOS DE BELEZA EIRELI","AVENIDA GAMELEIRA BRANCA",335,,"PQ SAVOY CITY",3550308,"SAO PAULO",SP,03585000,1058,BRASIL,1133756601,1,149767101111,makbela@terra.com.br,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6436.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6436.08,1,,,,,,11,CAIXAS,"RUBY ROSE",88.14,128.84,99,99.00,"Outro Pagamento",6436.08,"PIS e COFINS recolhidos com aliquotas 0% Conforme Lei n 10.147/2000, artigo 2 . Nota Fiscal referente ao(s) Pedido(s) 177105 TOTAL BC ST R$ 7120,92 - Total ICMS retido cobravel R$ 1350,28"
27,35,01434605,VENDA,55,1,15013,"2023-08-31 17:12:32",1,2,3550308,1,1,9,1,1,0,9,0,Futur3_2023.5.29.65,31388753000140,"FABULOUS COSMETICOS LTDA","FABULOUS COSMETICOS","RUA R S QUIRINO",260,"VILA GUILHERME",3550308,"SAO PAULO","CONJ 2",SP,02056070,1058,BRASIL,1134730717,119913670116,3,07278959000132,"M. A. COMERCIO DE COSMETICOS LTDA","R AMIANTO",429,"QUADRA157 LOTE 13","PRQ OESTE INDUSTRIAL",5208707,GOIANIA,GO,74375030,1058,BRASIL,6232963830,1,109671333,comercial@3rscosmeticos.com.br,NULL,13991.28,874.72,0.00,0.00,0.00,0.00,0.00,0.00,13991.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13991.28,1,06203406000158,"TRANSLAG TRANSPORTE E LOGISTICA LTDA","V ANHANGUERA 500 KM 24.2 MOD 21A 22 JARDIM JARAGUA","SAO PAULO",SP,28,CAIXAS,"RUBY ROSE",218.75,318.66,99,99.00,"Outro Pagamento",13991.28,"PIS e COFINS recolhidos com aliquotas 0% Conforme Lei n 10.147/2000, artigo 2 . Conf. Ajuste Sinief 07/05, clausula 18; Total Bc ICMS 4% R$ 3489,12 , vl. ICMS R$ 139,56; Total Bc ICMS 7% R$ 10502,16 , vl. ICMS R$ 735,16; Nota Fiscal referente ao(s) Pedido(s) 182205"
28,35,01434405,VENDA,55,1,15012,"2023-08-31 17:11:15",1,2,3550308,1,1,9,1,1,0,9,0,Futur3_2023.5.29.65,31388753000140,"FABULOUS COSMETICOS LTDA","FABULOUS COSMETICOS","RUA R S QUIRINO",260,"VILA GUILHERME",3550308,"SAO PAULO","CONJ 2",SP,02056070,1058,BRASIL,1134730717,119913670116,3,07278959000132,"M. A. COMERCIO DE COSMETICOS LTDA","R AMIANTO",429,"QUADRA157 LOTE 13","PRQ OESTE INDUSTRIAL",5208707,GOIANIA,GO,74375030,1058,BRASIL,6232963830,1,109671333,comercial@3rscosmeticos.com.br,NULL,5438.64,380.70,0.00,0.00,0.00,0.00,0.00,0.00,5438.64,0.00,0.00,0.00,0.00,0.00,0.00,4.85,22.37,0.00,5438.64,1,06203406000158,"TRANSLAG TRANSPORTE E LOGISTICA LTDA","V ANHANGUERA 500 KM 24.2 MOD 21A 22 JARDIM JARAGUA","SAO PAULO",SP,17,CAIXAS,"RUBY ROSE",156.34,166.22,99,99.00,"Outro Pagamento",5438.64,"PIS e COFINS recolhidos com aliquotas 0% Conforme Lei n 10.147/2000, artigo 2 . Nota Fiscal referente ao(s) Pedido(s) 182005"
29,35,01434305,VENDA,55,2,76737,"2023-08-31 17:10:55",1,1,3550308,1,1,2,1,1,0,9,0,Futur3_2023.5.29.37,01402063000137,"NELIDA DO BRASIL COM. E IMP. LTDA","NELIDA DO BRASIL COM. E IMP. LTDA","RUA DA ALFANDEGA",200,BRAS,3550308,"SAO PAULO",,SP,03006030,1058,BRASIL,1132294990,114971928114,3,08978176000124,"MAK BELA COMERCIO DE ARTIGOS DE BELEZA EIRELI","AVENIDA GAMELEIRA BRANCA",335,,"PQ SAVOY CITY",3550308,"SAO PAULO",SP,03585000,1058,BRASIL,1133756601,1,149767101111,makbela@terra.com.br,NULL,4424.64,1106.16,0.00,0.00,8417.36,998.18,0.00,0.00,4424.64,0.00,0.00,0.00,0.00,632.73,0.00,73.01,341.80,0.00,6055.55,1,,,,,,9,CAIXAS,"RUBY ROSE",73.69,93.88,99,99.00,"Outro Pagamento",6055.55,"O destinatario devera, com relacao as operacoes com mercadoria ou prestacoes de servico recebidas com imposto retido, escriturar o documento fiscal nos termos do art. 278 do RICMS. Nota Fiscal referente ao(s) Pedido(s) 176805"
30,35,01434205,VENDA,55,2,76736,"2023-08-31 17:10:10",1,1,3550308,1,1,9,1,1,0,9,0,Futur3_2023.5.29.37,01402063000137,"NELIDA DO BRASIL COM. E IMP. LTDA","NELIDA DO BRASIL COM. E IMP. LTDA","RUA DA ALFANDEGA",200,BRAS,3550308,"SAO PAULO",,SP,03006030,1058,BRASIL,1132294990,114971928114,3,08978176000124,"MAK BELA COMERCIO DE ARTIGOS DE BELEZA EIRELI","AVENIDA GAMELEIRA BRANCA",335,,"PQ SAVOY CITY",3550308,"SAO PAULO",SP,03585000,1058,BRASIL,1133756601,1,149767101111,makbela@terra.com.br,NULL,4855.68,1213.92,0.00,0.00,9331.46,1118.94,0.00,0.00,4855.68,0.00,0.00,0.00,0.00,694.37,0.00,80.13,375.10,0.00,6668.99,1,,,,,,9,CAIXAS,"RUBY ROSE",101.14,124.13,99,99.00,"Outro Pagamento",6668.99,"O destinatario devera, com relacao as operacoes com mercadoria ou prestacoes de servico recebidas com imposto retido, escriturar o documento fiscal nos termos do art. 278 do RICMS. Nota Fiscal referente ao(s) Pedido(s) 176405"
31,35,01433605,VENDA,55,2,76731,"2023-08-31 17:05:45",1,2,3550308,1,1,2,1,1,0,9,0,Futur3_2023.5.29.37,01402063000137,"NELIDA DO BRASIL COM. E IMP. LTDA","NELIDA DO BRASIL COM. E IMP. LTDA","RUA DA ALFANDEGA",200,BRAS,3550308,"SAO PAULO",,SP,03006030,1058,BRASIL,1132294990,114971928114,3,07278959000132,"M. A. COMERCIO DE COSMETICOS LTDA","R AMIANTO",429,"QUADRA157 LOTE 13","PRQ OESTE INDUSTRIAL",5208707,GOIANIA,GO,74375030,1058,BRASIL,6232963830,1,109671333,comercial@3rscosmeticos.com.br,NULL,5740.08,229.61,0.00,0.00,0.00,0.00,0.00,0.00,5740.08,0.00,0.00,0.00,0.00,685.13,0.00,107.11,501.08,0.00,6425.21,1,06203406000158,"TRANSLAG TRANSPORTE E LOGISTICA LTDA","V ANHANGUERA 500 KM 24.2 MOD 21A 22 JARDIM JARAGUA","SAO PAULO",SP,17,CAIXAS,"RUBY ROSE",118.01,146.09,99,99.00,"Outro Pagamento",6425.21,"Nota Fiscal referente ao(s) Pedido(s) 182105"
32,35,01433505,VENDA,55,2,76730,"2023-08-31 17:04:52",1,2,3550308,1,1,9,1,1,0,9,0,Futur3_2023.5.29.37,01402063000137,"NELIDA DO BRASIL COM. E IMP. LTDA","NELIDA DO BRASIL COM. E IMP. LTDA","RUA DA ALFANDEGA",200,BRAS,3550308,"SAO PAULO",,SP,03006030,1058,BRASIL,1132294990,114971928114,3,07278959000132,"M. A. COMERCIO DE COSMETICOS LTDA","R AMIANTO",429,"QUADRA157 LOTE 13","PRQ OESTE INDUSTRIAL",5208707,GOIANIA,GO,74375030,1058,BRASIL,6232963830,1,109671333,comercial@3rscosmeticos.com.br,NULL,1752.72,70.10,0.00,0.00,0.00,0.00,0.00,0.00,1752.72,0.00,0.00,0.00,0.00,250.64,0.00,37.02,173.31,0.00,2003.36,1,06203406000158,"TRANSLAG TRANSPORTE E LOGISTICA LTDA","V ANHANGUERA 500 KM 24.2 MOD 21A 22 JARDIM JARAGUA","SAO PAULO",SP,4,CAIXAS,"RUBY ROSE",46.51,54.12,99,99.00,"Outro Pagamento",2003.36,"Nota Fiscal referente ao(s) Pedido(s) 181905"
33,35,01433305,VENDA,55,1,15009,"2023-08-31 16:49:59",1,2,3550308,1,1,1,1,1,0,9,0,Futur3_2023.5.29.37,31388753000140,"FABULOUS COSMETICOS LTDA","FABULOUS COSMETICOS","RUA R S QUIRINO",260,"VILA GUILHERME",3550308,"SAO PAULO","CONJ 2",SP,02056070,1058,BRASIL,1134730717,119913670116,3,33753946000188,E.E.VELOSO,"Q 304 NORTE AVENIDA LO 12",0,"LOTE 14 SALA 01/02 QUADRAACSV-","PLANO DIRETOR NORTE",1721000,PALMAS,TO,77006368,1058,BRASIL,6384278390,1,294949623,erivelton.e.veloso@gmail.com,NULL,21834.44,1266.72,0.00,0.00,0.00,0.00,0.00,0.00,21834.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21834.44,1,08848231000242,"ATUAL CARGAS TRANSPORTES LTDA","ROD AV DR ANT JOAO ABDALLA 260 COND PROLOGES2GP300 CRISTAIS",CAJAMAR,SP,38,CAIXAS,"RUBY ROSE",266.02,423.16,99,99.00,"Outro Pagamento",21834.44,"PIS e COFINS recolhidos com aliquotas 0% Conforme Lei n 10.147/2000, artigo 2 . Conf. Ajuste Sinief 07/05, clausula 18; Total Bc ICMS 4% R$ 8722,80 , vl. ICMS R$ 348,91; Total Bc ICMS 7% R$ 13111,64 , vl. ICMS R$ 917,81; Nota Fiscal referente ao(s) Pedido(s) 174205"
34,35,01432905,VENDA,55,2,76728,"2023-08-31 16:46:12",1,2,3550308,1,1,0,1,1,0,9,0,Futur3_2023.5.29.37,01402063000137,"NELIDA DO BRASIL COM. E IMP. LTDA","NELIDA DO BRASIL COM. E IMP. LTDA","RUA DA ALFANDEGA",200,BRAS,3550308,"SAO PAULO",,SP,03006030,1058,BRASIL,1132294990,114971928114,3,33753946000188,E.E.VELOSO,"Q 304 NORTE AVENIDA LO 12",0,"LOTE 14 SALA 01/02 QUADRAACSV-","PLANO DIRETOR NORTE",1721000,PALMAS,TO,77006368,1058,BRASIL,6384278390,1,294949623,erivelton.e.veloso@gmail.com,NULL,6581.76,263.28,0.00,0.00,0.00,0.00,0.00,0.00,6581.76,0.00,0.00,0.00,0.00,941.19,0.00,139.00,650.81,0.00,7522.95,1,08848231000242,"ATUAL CARGAS TRANSPORTES LTDA","ROD AV DR ANT JOAO ABDALLA 260 COND PROLOGES2GP300 CRISTAIS",CAJAMAR,SP,19,CAIXAS,"RUBY ROSE",112.60,151.84,99,99.00,"Outro Pagamento",7522.95,"Nota Fiscal referente ao(s) Pedido(s) 173905"
35,35,01435905,VENDA,55,2,76740,"2023-09-01 09:03:45",1,1,3550308,1,1,5,1,1,0,9,0,Futur3_2023.5.29.37,01402063000137,"NELIDA DO BRASIL COM. E IMP. LTDA","NELIDA DO BRASIL COM. E IMP. LTDA","RUA DA ALFANDEGA",200,BRAS,3550308,"SAO PAULO",,SP,03006030,1058,BRASIL,1132294990,114971928114,3,34547433000183,"UNION MEDIC REPRESENTACOES DE PRODUTOS PARA SAUDE LTDA","R DAS AMAZONAS (P IPES II)",202,"SALA 01","PORTAIS (POLVILHO)",3509205,CAJAMAR,SP,07790850,1058,BRASIL,1134730717,1,241123289119,j.rocha@rubyrosemaquiagem.com.br,NULL,114622.80,28655.70,0.00,0.00,212202.10,24394.83,0.00,0.00,114622.80,0.00,0.00,0.00,0.00,16391.06,0.00,1891.27,8854.61,0.00,155408.69,1,,,,,,410,CAIXAS,"RUBY ROSE",3674.76,4726.32,99,99.00,"Outro Pagamento",155408.69,"O destinatario devera, com relacao as operacoes com mercadoria ou prestacoes de servico recebidas com imposto retido, escriturar o documento fiscal nos termos do art. 278 do RICMS. Nota Fiscal referente ao(s) Pedido(s) 195605"
36,35,01436005,VENDA,55,2,76741,"2023-09-01 09:04:43",1,2,3550308,1,1,0,1,1,0,9,0,Futur3_2023.5.29.37,01402063000137,"NELIDA DO BRASIL COM. E IMP. LTDA","NELIDA DO BRASIL COM. E IMP. LTDA","RUA DA ALFANDEGA",200,BRAS,3550308,"SAO PAULO",,SP,03006030,1058,BRASIL,1132294990,114971928114,3,43111402000176,"UNION PARANA COMERCIO DE COSMETICOS LTDA","R LUIZ CARLOS ZANI",2655,********,"PARQUE INDUSTRIAL",4109807,IBIPORA,PR,86200000,1058,BRASIL,1147210173,1,9091575016,a.kardec@rubyrosemaquiagem.com.br,NULL,42465.60,1698.62,0.00,0.00,82444.57,16960.53,1497.35,0.00,42465.60,0.00,0.00,0.00,0.00,5443.66,0.00,831.42,3890.81,0.00,66367.14,1,34515143000239,"ENVIA RAPIDO LOGISTICA EXPRESS LTDA","R JORGE DOS SANTOS 405 CASA 02 JARDIM DAS OLIVEIRAS","SAO PAULO",SP,128,CAIXAS,"RUBY ROSE",1240.48,1623.41,99,99.00,"Outro Pagamento",66367.14,"O destinatario devera, com relacao as operacoes com mercadoria ou prestacoes de servico recebidas com imposto retido, escriturar o documento fiscal nos termos do art. 278 do RICMS. Total de FCP ST Bc. R$ 74.867,26, vl. R$ 1.497,35. Nota Fiscal referente ao(s) Pedido(s) 198505"
37,35,01437305,VENDA,55,2,76744,"2023-09-01 13:26:47",1,2,3550308,1,1,7,1,1,0,9,0,Futur3_2023.5.29.65,01402063000137,"NELIDA DO BRASIL COM. E IMP. LTDA","NELIDA DO BRASIL COM. E IMP. LTDA","RUA DA ALFANDEGA",200,BRAS,3550308,"SAO PAULO",,SP,03006030,1058,BRASIL,1132294990,114971928114,3,18640277000144,"BELEZA DIGITAL COSMETICOS LTDA","R S 1",286,"QUADRA146 LOTE 8E LOJA 3","SETOR BUENO",5208707,GOIANIA,GO,74230220,1058,BRASIL,6298006166,1,105747874,nfe@milanocosmeticos.com.br,NULL,3894.60,155.78,0.00,0.00,0.00,0.00,0.00,0.00,3894.60,0.00,0.00,0.00,0.00,556.93,0.00,82.25,385.09,0.00,4451.53,1,74167222000210,"SOLIDA TRANSPORTE LTDA","R PIRACURA 113 ******** JARDIM FATIMA",GUARULHOS,SP,9,CAIXAS,"RUBY ROSE",112.79,135.48,99,99.00,"Outro Pagamento",4451.53,"Nota Fiscal referente ao(s) Pedido(s) 195005"
38,35,01437405,VENDA,55,2,76745,"2023-09-01 13:28:15",1,2,3550308,1,1,0,1,1,0,9,0,Futur3_2023.5.29.65,01402063000137,"NELIDA DO BRASIL COM. E IMP. LTDA","NELIDA DO BRASIL COM. E IMP. LTDA","RUA DA ALFANDEGA",200,BRAS,3550308,"SAO PAULO",,SP,03006030,1058,BRASIL,1132294990,114971928114,3,18640277000144,"BELEZA DIGITAL COSMETICOS LTDA","R S 1",286,"QUADRA146 LOTE 8E LOJA 3","SETOR BUENO",5208707,GOIANIA,GO,74230220,1058,BRASIL,6298006166,1,105747874,nfe@milanocosmeticos.com.br,NULL,6657.12,266.30,0.00,0.00,0.00,0.00,0.00,0.00,6657.12,0.00,0.00,0.00,0.00,862.50,0.00,131.28,614.42,0.00,7519.62,1,74167222000210,"SOLIDA TRANSPORTE LTDA","R PIRACURA 113 ******** JARDIM FATIMA",GUARULHOS,SP,23,CAIXAS,"RUBY ROSE",157.80,190.10,99,99.00,"Outro Pagamento",7519.62,"Nota Fiscal referente ao(s) Pedido(s) 195205"
39,35,01437505,VENDA,55,2,76746,"2023-09-01 13:31:21",1,2,3550308,1,1,4,1,1,0,9,0,Futur3_2023.5.29.65,01402063000137,"NELIDA DO BRASIL COM. E IMP. LTDA","NELIDA DO BRASIL COM. E IMP. LTDA","RUA DA ALFANDEGA",200,BRAS,3550308,"SAO PAULO",,SP,03006030,1058,BRASIL,1132294990,114971928114,3,46297936000127,"MILANO DISTRIBUIDORA DE COSMETICOS LTDA","R S1",272,"QUADRA146 LOTE 20","SET BUENO",5208707,GOIANIA,GO,74230220,1058,BRASIL,6298006166,1,109255801,nfe@milanocosmeticos.com.br,NULL,5362.80,214.52,0.00,0.00,0.00,0.00,0.00,0.00,5362.80,0.00,0.00,0.00,0.00,766.88,0.00,113.26,530.28,0.00,6129.68,1,74167222000210,"SOLIDA TRANSPORTE LTDA","R PIRACURA 113 ******** JARDIM FATIMA",GUARULHOS,SP,20,CAIXAS,"RUBY ROSE",130.20,158.28,99,99.00,"Outro Pagamento",6129.68,"Nota Fiscal referente ao(s) Pedido(s) 197405"
40,35,01421605,VENDA,55,1,32557,"2023-08-31 09:16:24",1,1,3550308,1,1,9,1,1,0,9,0,Futur3_2023.5.29.37,07243175000179,"BIO-SINERGIA COSMETICOS E PRODUTOS DE HIGIENE PESSOAL LTDA.","BIO-SINERGIA COSMETICOS E PRODUTOS DE HIGIENE PESSOAL LTDA.","RUA DA ALFANDEGA",200,BRAS,3550308,"SAO PAULO","GALPAO 09",SP,03006030,1058,BRASIL,1132270120,117015708110,3,01894968000171,"VEMAC COMERCIO E SERVICOS EIRELI","R EUDORO LINCOLN BERLINCK",338,"CONJ 12/13/14","JARDIM ARPOADOR",3550308,"SAO PAULO",SP,05565200,1058,BRASIL,1137233277,1,114935504115,administracao@vemac.com.br,NULL,859.68,154.74,0.00,0.00,1665.26,145.00,0.00,0.00,859.68,0.00,0.00,0.00,0.00,27.94,0.00,4.58,21.14,0.00,1032.62,1,,,,,,6,CAIXAS,"RUBY ROSE",101.40,107.40,99,99.00,"Outro Pagamento",1032.62,"O destinatario devera, com relacao as operacoes com mercadoria ou prestacoes de servico recebidas com imposto retido, escriturar o documento fiscal nos termos do art. 278 do RICMS. Nota Fiscal referente ao(s) Pedido(s) 167805"
41,35,01462105,VENDA,55,1,15126,"2023-09-06 16:49:51",1,2,3550308,1,1,7,1,1,0,9,0,Futur3_2023.5.29.37,31388753000140,"FABULOUS COSMETICOS LTDA","FABULOUS COSMETICOS","RUA R S QUIRINO",260,"VILA GUILHERME",3550308,"SAO PAULO","CONJ 2",SP,02056070,1058,BRASIL,1134730717,119913670116,3,26352525000180,"FB BIJU, COMERCIO VAREJISTA DE BIJUTERIAS E ACESSORIOS LTDA","AV ANTONIO TRAJANO DOS SANTOS",480,********,CENTRO,5008305,"TRES LAGOAS",MS,79601002,1058,BRASIL,6784676110,1,284208310,andresafbiju@gmail.com,NULL,642.40,44.97,0.00,0.00,0.00,0.00,0.00,0.00,642.40,0.00,0.00,0.00,0.00,0.00,0.00,3.88,17.92,0.00,642.40,1,45386448000204,"RODOCERTO TRANSPORTES LTDA","R QUIRINO DOS SANTOS 380 ******** BARRA FUNDA","SAO PAULO",SP,5,CAIXAS,"RUBY ROSE",14.40,16.00,99,99.00,"Outro Pagamento",642.40,"PIS e COFINS recolhidos com aliquotas 0% Conforme Lei n 10.147/2000, artigo 2 . Nota Fiscal referente ao(s) Pedido(s) 210705"
42,35,01462005,VENDA,55,1,32605,"2023-09-06 16:49:04",1,2,3550308,1,1,7,1,1,0,9,0,Futur3_2023.5.29.37,07243175000179,"BIO-SINERGIA COSMETICOS E PRODUTOS DE HIGIENE PESSOAL LTDA.","BIO-SINERGIA COSMETICOS E PRODUTOS DE HIGIENE PESSOAL LTDA.","RUA DA ALFANDEGA",200,BRAS,3550308,"SAO PAULO","GALPAO 09",SP,03006030,1058,BRASIL,1132270120,117015708110,3,26352525000180,"FB BIJU, COMERCIO VAREJISTA DE BIJUTERIAS E ACESSORIOS LTDA","AV ANTONIO TRAJANO DOS SANTOS",480,********,CENTRO,5008305,"TRES LAGOAS",MS,79601002,1058,BRASIL,6784676110,1,284208310,andresafbiju@gmail.com,NULL,183.68,7.35,0.00,0.00,0.00,0.00,0.00,0.00,183.68,0.00,0.00,0.00,0.00,5.97,0.00,1.15,5.29,0.00,189.65,1,45386448000204,"RODOCERTO TRANSPORTES LTDA","R QUIRINO DOS SANTOS 380 ******** BARRA FUNDA","SAO PAULO",SP,1,CAIXA,"RUBY ROSE",17.00,18.00,99,99.00,"Outro Pagamento",189.65,"Nota Fiscal referente ao(s) Pedido(s) 210605"
43,35,01461705,VENDA,55,1,15125,"2023-09-06 15:39:31",1,2,3550308,1,1,2,1,1,0,9,0,Futur3_2023.5.29.37,31388753000140,"FABULOUS COSMETICOS LTDA","FABULOUS COSMETICOS","RUA R S QUIRINO",260,"VILA GUILHERME",3550308,"SAO PAULO","CONJ 2",SP,02056070,1058,BRASIL,1134730717,119913670116,3,15063305000110,"M C F RODRIGUES DE ANDRADE DIST IMP E EXP DE ALIMENTOS EI","AV PRESIDENTE GETULIO VARGAS",0,********,IANETAMA,1502400,CASTANHAL,PA,68745000,1058,BRASIL,9137215101,1,153626810,compras_mcf@hotmail.com,NULL,1023.44,71.64,0.00,0.00,0.00,0.00,0.00,0.00,1023.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1023.44,1,02146823000155,"TRANSPORTES MAGALHAES LTDA","R PROFESSOR JOAO CAVALEIRO SALEM 1200 GPO02 PQ DAS NACOES",GUARULHOS,SP,2,CAIXAS,"RUBY ROSE",10.69,20.93,99,99.00,"Outro Pagamento",1023.44,"PIS e COFINS recolhidos com aliquotas 0% Conforme Lei n 10.147/2000, artigo 2 . Nota Fiscal referente ao(s) Pedido(s) 109805"
